link,account,brand,business_unit,date_post,talent_type,is_our_brand,views,engagements,channels,creator type,Visuals__Total Video Duration (Seconds),Visuals__Visual Aesthetic/Style,Visuals__Primary Color Palette,Visuals__Lighting Style,Talent__Main Talent Type,Talent__Number of Key Talent,Talent__Apparent Demographics (Primary),Messaging__Core Message/Overall Takeaway,Messaging__Message Originality/Uniqueness,Messaging__Primary Emotional Appeal,Messaging__Key Product/Service Benefit Highlighted,Messaging__Call to Action (CTA) Type,Meaningful & Different__Social or Cultural Impact Potential,Meaningful & Different__Emotional Depth,Meaningful & Different__Authenticity & Relatability,Hook__Analyzed Duration (Seconds),Hook__Primary Message/Question,Hook__Visual Strategy,Hook__Audio Strategy,Hook__On-Screen Text Presence,Hook__Emotional Tone Evoked,Hook__Pacing/Editing (First 3-5s),Hook__Uniqueness & Effectiveness (Overall)
https://tiktok.com/v809,biore_official,Biore,Beauty and Wellbeing,2024-02-09,Nano,False,659578,29770,instagram,brand say,34,Documentary-style,Bright and saturated,Dramatic/High contrast,Influencer/KOL,3,Middle-aged professional male,Experience the power of enhanced connectivity with our latest innovation.,Fresh Take on Familiar,Aspiration,Enhanced connectivity,Follow social media,Moderate - raises awareness - Focuses on sustainability,Purely Functional/None,Deliberately Stylized Realism,5,Introduces a relatable problem,Direct Product Close-up,Whispered confession,Yes - 'How to?',Confusion,Gradual Reveal,Somewhat Effective/Predictable
https://tiktok.com/v810,pond's_official,Pond's,Beauty and Wellbeing,2024-06-04,Mikro,True,355767,10035,instagram,other say,52,Retro-futuristic,"Warm tones (reds, oranges)",Soft/Diffused,Brand Founder/CEO,3,Corporate professional,Experience the power of instant results with our latest innovation.,Standard/Expected,Humor,Instant results,Sign up,None,Moderate & Engaging,Fictional/Fantastical,4,Presents an intriguing visual,Facial Close-up of Talent,Dialogue snippet,No,Empathy,Fast-paced/Rapid Cuts,Somewhat Effective/Predictable
https://tiktok.com/v811,dove_official,Dove,Beauty and Wellbeing,2024-02-02,Mega,True,105376,4140,instagram,brand say,36,Retro-futuristic,Earthy neutrals,Soft/Diffused,Real Customer/User,3,Elderly couple,Experience the power of healthier lifestyle with our latest innovation.,Fresh Take on Familiar,Empowerment,Healthier lifestyle,Sign up,None,Profound & Evocative,Perceived as Real,4,Displays a startling fact,Aspirational Lifestyle Scene,Direct Voiceover Question,No,Calmness,Fast-paced/Rapid Cuts,Confusing/Ineffective
https://tiktok.com/v812,lux_official,Lux,Beauty and Wellbeing,2024-02-18,Makro,True,228392,5669,instagram,brand say,47,Futuristic,"Warm tones (reds, oranges)",Expressive shadows,Narrator Only (unseen),0,N/A,Experience the power of long-lasting moisture with our latest innovation.,Fresh Take on Familiar,Trust,Long-lasting moisture,Learn more,Moderate - raises awareness - Focuses on sustainability,Moderate & Engaging,Perceived as Real,4,Introduces a relatable problem,Problem Setup Scene,Sudden Silence followed by sound,Yes - 'Limited Offer',Calmness,Fast-paced/Rapid Cuts,Confusing/Ineffective
https://tiktok.com/v813,sunlight_official,Sunlight,Home Care,2024-01-10,Makro,True,535641,10912,instagram,brand say,45,Vibrant,"Warm tones (reds, oranges)",Theatrical spotlights,Influencer/KOL,1,Corporate professional,Experience the power of healthier lifestyle with our latest innovation.,Fresh Take on Familiar,Trust,Healthier lifestyle,Learn more,High - likely to provoke discussion/change - Challenges gender norms,Profound & Evocative,Clearly Staged/Aspirational,5,Showcases a desired outcome,Shocking/Unexpected Event,Dialogue snippet,Yes - 'Limited Offer',Urgency,Static Shot,Somewhat Effective/Predictable
https://tiktok.com/v814,mama_lemon_official,Mama Lemon,Home Care,2024-01-23,Mikro,False,232636,2637,instagram,other say,22,Cartoonish,Bright and saturated,Expressive shadows,Real Customer/User,2,Mixed,Experience the power of eco-friendly production with our latest innovation.,Fresh Take on Familiar,Empowerment,Eco-friendly production,Sign up,High - likely to provoke discussion/change - Promotes inclusivity,Purely Functional/None,Clearly Staged/Aspirational,4,Introduces a relatable problem,Intriguing/Abstract Visual,Direct Voiceover Question,No,Anticipation,Slow/Deliberate,Somewhat Effective/Predictable
https://tiktok.com/v815,tresemmé_official,TRESemmé,Beauty and Wellbeing,2024-06-10,Mikro,True,311246,8255,instagram,brand say,56,Cinematic,Earthy neutrals,Theatrical spotlights,Mixed,2,Gen Z explorer,Experience the power of enhanced connectivity with our latest innovation.,Standard/Expected,Empowerment,Enhanced connectivity,Purchase now,High - likely to provoke discussion/change - Challenges gender norms,Moderate & Engaging,Deliberately Stylized Realism,5,Displays a startling fact,Intriguing/Abstract Visual,Dialogue snippet,No,Calmness,Fast-paced/Rapid Cuts,Confusing/Ineffective
https://tiktok.com/v816,molto_official,Molto,Home Care,2024-04-06,Mega,True,875394,33239,instagram,brand say,50,Abstract,High contrast,Colored gels,Influencer/KOL,5+,Corporate professional,Experience the power of healthier lifestyle with our latest innovation.,Standard/Expected,Joy,Healthier lifestyle,General brand awareness,High - likely to provoke discussion/change - Promotes inclusivity,Profound & Evocative,Perceived as Real,4,Introduces a relatable problem,Shocking/Unexpected Event,Abrupt Music Start,No,Humor,Gradual Reveal,Confusing/Ineffective
https://tiktok.com/v817,pond's_official,Pond's,Beauty and Wellbeing,2024-04-20,Nano,True,2683552,86009,instagram,brand say,54,Surreal,Pastels,Theatrical spotlights,Brand Founder/CEO,5+,Children,Experience the power of enhanced connectivity with our latest innovation.,Fresh Take on Familiar,Trust,Enhanced connectivity,Download app,High - likely to provoke discussion/change - Promotes inclusivity,Purely Functional/None,Fictional/Fantastical,3,Introduces a relatable problem,Problem Setup Scene,Abrupt Music Start,Yes - 'Limited Offer',Surprise,Slow/Deliberate,Highly Unique & Effective
https://tiktok.com/v818,lux_official,Lux,Beauty and Wellbeing,2024-02-04,Mega,True,197815,7708,instagram,brand say,16,Surreal,"Cool tones (blues, greens)",Soft/Diffused,Animal,2,N/A,Experience the power of long-lasting moisture with our latest innovation.,Clichéd/Uninspired,Joy,Long-lasting moisture,None,High - likely to provoke discussion/change - Focuses on sustainability,Purely Functional/None,Highly Authentic/Raw,5,Showcases a desired outcome,Shocking/Unexpected Event,Direct Voiceover Question,No,Humor,Gradual Reveal,Effective but Standard
https://tiktok.com/v819,sunlight_official,Sunlight,Home Care,2024-05-05,Makro,True,557519,10897,instagram,other say,24,Cartoonish,Muted Vintage,Bright/Overhead,Professional Actor,5+,Diverse family unit,Experience the power of healthier lifestyle with our latest innovation.,Highly Original/Unexpected,Empowerment,Healthier lifestyle,Visit store,High - likely to provoke discussion/change - Focuses on sustainability,Moderate & Engaging,Perceived as Real,5,Introduces a relatable problem,Direct Product Close-up,Upbeat Jingle,No,Calmness,Slow/Deliberate,Confusing/Ineffective
https://tiktok.com/v820,sunsilk_official,Sunsilk,Beauty and Wellbeing,2024-04-18,Nano,True,182820,7732,instagram,other say,24,Abstract,Pastels,Natural daylight,Animal,3,N/A,Experience the power of eco-friendly production with our latest innovation.,Clichéd/Uninspired,Nostalgia,Eco-friendly production,Learn more,Moderate - raises awareness - Promotes inclusivity,Purely Functional/None,Clearly Staged/Aspirational,5,Displays a startling fact,Aspirational Lifestyle Scene,Abrupt Music Start,Yes - 'The Secret',Curiosity,Static Shot,Effective but Standard
https://tiktok.com/v821,downy_official,Downy,Home Care,2024-04-01,Mikro,False,198912,2508,instagram,other say,59,Avant-garde,Earthy neutrals,Natural daylight,Narrator Only (unseen),0,N/A,Experience the power of time-saving convenience with our latest innovation.,Fresh Take on Familiar,Humor,Time-saving convenience,General brand awareness,None,Purely Functional/None,Perceived as Real,5,Presents an intriguing visual,Text-heavy Introduction,Direct Voiceover Question,Yes - 'Wait...',Confusion,Static Shot,Confusing/Ineffective
https://tiktok.com/v822,lux_official,Lux,Beauty and Wellbeing,2024-03-13,Mega,True,315457,8737,instagram,brand say,58,Gritty,Bright and saturated,Dramatic/High contrast,Influencer/KOL,3,Young adult female,Experience the power of long-lasting moisture with our latest innovation.,Fresh Take on Familiar,Joy,Long-lasting moisture,Download app,Moderate - raises awareness - Promotes inclusivity,Profound & Evocative,Fictional/Fantastical,5,Poses a direct question,Direct Product Close-up,Abrupt Music Start,Yes - 'The Secret',Urgency,Gradual Reveal,Confusing/Ineffective
https://tiktok.com/v823,downy_official,Downy,Home Care,2024-03-09,Mega,False,322640,5904,instagram,other say,58,Minimalist,Pastels,Natural daylight,None,0,N/A,Experience the power of time-saving convenience with our latest innovation.,Highly Original/Unexpected,Excitement,Time-saving convenience,Follow social media,High - likely to provoke discussion/change - Focuses on sustainability,Profound & Evocative,Fictional/Fantastical,5,Poses a direct question,Shocking/Unexpected Event,Whispered confession,No,Anticipation,Gradual Reveal,Effective but Standard
https://tiktok.com/v824,vaseline_official,Vaseline,Beauty and Wellbeing,2024-07-18,Makro,True,190176,4351,instagram,brand say,15,Cinematic,Monochromatic,Theatrical spotlights,Employee,2,Mixed,Experience the power of instant results with our latest innovation.,Fresh Take on Familiar,Trust,Instant results,General brand awareness,High - likely to provoke discussion/change - Challenges gender norms,Profound & Evocative,Perceived as Real,4,Showcases a desired outcome,Intriguing/Abstract Visual,Abrupt Music Start,No,Empathy,Slow/Deliberate,Confusing/Ineffective
https://tiktok.com/v825,sunlight_official,Sunlight,Home Care,2024-01-29,Mega,True,217705,10717,instagram,other say,39,Retro-futuristic,Neon Glow,Colored gels,Influencer/KOL,1,Young adult female,Experience the power of instant results with our latest innovation.,Clichéd/Uninspired,Aspiration,Instant results,Share content,High - likely to provoke discussion/change - Challenges gender norms,Moderate & Engaging,Deliberately Stylized Realism,4,Introduces a relatable problem,Aspirational Lifestyle Scene,Whispered confession,Yes - 'Wait...',Calmness,Fast-paced/Rapid Cuts,Effective but Standard
https://tiktok.com/v826,pond's_official,Pond's,Beauty and Wellbeing,2024-07-19,Nano,True,2034672,66738,instagram,other say,17,Surreal,Bright and saturated,High-key,None,0,N/A,Experience the power of unbeatable price with our latest innovation.,Fresh Take on Familiar,Aspiration,Unbeatable price,Purchase now,High - likely to provoke discussion/change - Promotes inclusivity,Surface-level/Fleeting,Fictional/Fantastical,3,Poses a direct question,Facial Close-up of Talent,Intriguing Sound Effects,Yes - 'Wait...',Confusion,Fast-paced/Rapid Cuts,Effective but Standard
https://tiktok.com/v827,so_klin_official,So Klin,Home Care,2024-04-03,Nano,False,360640,14665,instagram,brand say,16,Cartoonish,Muted Vintage,Low-key,Narrator Only (unseen),0,N/A,Experience the power of unbeatable price with our latest innovation.,Standard/Expected,Excitement,Unbeatable price,Download app,Low - incidental - Challenges gender norms,Surface-level/Fleeting,Clearly Staged/Aspirational,5,Displays a startling fact,Shocking/Unexpected Event,Whispered confession,Yes - 'Stop!',Curiosity,Gradual Reveal,Somewhat Effective/Predictable
https://tiktok.com/v828,mama_lemon_official,Mama Lemon,Home Care,2024-02-13,Mega,False,88482,1176,instagram,brand say,33,Avant-garde,High contrast,High-key,None,0,N/A,Experience the power of enhanced connectivity with our latest innovation.,Highly Original/Unexpected,Empowerment,Enhanced connectivity,Visit store,Low - incidental - Promotes inclusivity,Profound & Evocative,Highly Authentic/Raw,4,Poses a direct question,Aspirational Lifestyle Scene,Intriguing Sound Effects,No,Curiosity,Fast-paced/Rapid Cuts,Effective but Standard
https://tiktok.com/v829,downy_official,Downy,Home Care,2024-03-03,Nano,False,1077269,50396,instagram,other say,50,Documentary-style,Pastels,Theatrical spotlights,Brand Founder/CEO,5+,Gen Z explorer,Experience the power of healthier lifestyle with our latest innovation.,Fresh Take on Familiar,Security,Healthier lifestyle,Sign up,Low - incidental - Focuses on sustainability,Purely Functional/None,Clearly Staged/Aspirational,5,Displays a startling fact,Shocking/Unexpected Event,Dialogue snippet,Yes - 'Wait...',Confusion,Slow/Deliberate,Confusing/Ineffective
https://tiktok.com/v830,pond's_official,Pond's,Beauty and Wellbeing,2024-01-04,Makro,True,680296,9282,instagram,other say,25,Cartoonish,Earthy neutrals,Dramatic/High contrast,Animal,2,N/A,Experience the power of enhanced connectivity with our latest innovation.,Clichéd/Uninspired,Joy,Enhanced connectivity,Purchase now,Low - incidental - Focuses on sustainability,Profound & Evocative,Clearly Staged/Aspirational,4,Poses a direct question,Intriguing/Abstract Visual,Abrupt Music Start,No,Calmness,Slow/Deliberate,Highly Unique & Effective
https://tiktok.com/v831,molto_official,Molto,Home Care,2024-03-17,Mikro,True,1025426,10407,instagram,other say,40,Gritty,Neon Glow,Expressive shadows,Animal,5+,N/A,Experience the power of instant results with our latest innovation.,Fresh Take on Familiar,Empathy,Instant results,Purchase now,High - likely to provoke discussion/change - Challenges gender norms,Moderate & Engaging,Clearly Staged/Aspirational,3,Introduces a relatable problem,Direct Product Close-up,Upbeat Jingle,Yes - 'Stop!',Surprise,Slow/Deliberate,Confusing/Ineffective
https://tiktok.com/v832,attack_official,Attack,Home Care,2024-07-17,Makro,False,1113869,46727,instagram,other say,43,Cinematic,"Cool tones (blues, greens)",Theatrical spotlights,Employee,3,Elderly couple,Experience the power of unbeatable price with our latest innovation.,Standard/Expected,Humor,Unbeatable price,None,Low - incidental - Focuses on sustainability,Purely Functional/None,Highly Authentic/Raw,4,Displays a startling fact,Direct Product Close-up,Abrupt Music Start,No,Surprise,Gradual Reveal,Confusing/Ineffective
https://tiktok.com/v833,vanish_official,Vanish,Home Care,2024-03-31,Nano,False,611269,24510,instagram,brand say,19,Gritty,High contrast,Soft/Diffused,Brand Founder/CEO,5+,Elderly couple,Experience the power of healthier lifestyle with our latest innovation.,Standard/Expected,Joy,Healthier lifestyle,Follow social media,Low - incidental - Promotes inclusivity,Moderate & Engaging,Perceived as Real,5,Showcases a desired outcome,Facial Close-up of Talent,Abrupt Music Start,No,Empathy,Fast-paced/Rapid Cuts,Highly Unique & Effective
https://tiktok.com/v834,downy_official,Downy,Home Care,2024-03-03,Makro,False,177550,4062,instagram,other say,16,Cartoonish,High contrast,Expressive shadows,Employee,5+,Children,Experience the power of long-lasting moisture with our latest innovation.,Fresh Take on Familiar,Nostalgia,Long-lasting moisture,Share content,High - likely to provoke discussion/change - Challenges gender norms,Purely Functional/None,Deliberately Stylized Realism,5,Displays a startling fact,Shocking/Unexpected Event,Sudden Silence followed by sound,Yes - 'The Secret',Empathy,Fast-paced/Rapid Cuts,Highly Unique & Effective
https://tiktok.com/v835,super_pell_official,Super Pell,Home Care,2024-03-11,Makro,True,1111735,25615,instagram,brand say,30,Avant-garde,High contrast,Bright/Overhead,Real Customer/User,3,Corporate professional,Experience the power of eco-friendly production with our latest innovation.,Standard/Expected,Empathy,Eco-friendly production,Purchase now,None,Surface-level/Fleeting,Deliberately Stylized Realism,3,Showcases a desired outcome,Aspirational Lifestyle Scene,Upbeat Jingle,Yes - 'How to?',Empathy,Fast-paced/Rapid Cuts,Highly Unique & Effective
https://tiktok.com/v836,rinso_official,Rinso,Home Care,2024-03-28,Nano,True,204210,8187,instagram,other say,38,Abstract,Pastels,Bright/Overhead,Animal,5+,N/A,Experience the power of premium quality with our latest innovation.,Standard/Expected,Humor,Premium quality,None,Moderate - raises awareness - Challenges gender norms,Profound & Evocative,Fictional/Fantastical,4,Introduces a relatable problem,Shocking/Unexpected Event,Direct Voiceover Question,No,Urgency,Fast-paced/Rapid Cuts,Confusing/Ineffective
https://tiktok.com/v837,molto_official,Molto,Home Care,2024-04-14,Mikro,True,433953,5405,instagram,other say,52,Gritty,"Cool tones (blues, greens)",Expressive shadows,Animated/CGI Character,3,Corporate professional,Experience the power of instant results with our latest innovation.,Clichéd/Uninspired,Joy,Instant results,General brand awareness,Moderate - raises awareness - Focuses on sustainability,Purely Functional/None,Highly Authentic/Raw,5,Presents an intriguing visual,Text-heavy Introduction,Dialogue snippet,Yes - 'Stop!',Empathy,Static Shot,Confusing/Ineffective
https://tiktok.com/v838,biore_official,Biore,Beauty and Wellbeing,2024-03-06,Makro,False,176070,6643,instagram,other say,50,Documentary-style,"Warm tones (reds, oranges)",Bright/Overhead,Real Customer/User,5+,Children,Experience the power of long-lasting moisture with our latest innovation.,Fresh Take on Familiar,Fear of Missing Out,Long-lasting moisture,General brand awareness,None,Profound & Evocative,Highly Authentic/Raw,5,Showcases a desired outcome,Text-heavy Introduction,Intriguing Sound Effects,No,Curiosity,Fast-paced/Rapid Cuts,Highly Unique & Effective
https://tiktok.com/v839,attack_official,Attack,Home Care,2024-01-15,Nano,False,508433,15272,instagram,brand say,16,Retro-futuristic,Earthy neutrals,Expressive shadows,Mixed,1,Young adult female,Experience the power of time-saving convenience with our latest innovation.,Highly Original/Unexpected,Empowerment,Time-saving convenience,General brand awareness,High - likely to provoke discussion/change - Promotes inclusivity,Purely Functional/None,Clearly Staged/Aspirational,4,Poses a direct question,Problem Setup Scene,Upbeat Jingle,Yes - 'Wait...',Urgency,Fast-paced/Rapid Cuts,Highly Unique & Effective
https://tiktok.com/v840,wardah_official,Wardah,Beauty and Wellbeing,2024-05-11,Nano,False,601917,25244,instagram,other say,15,Documentary-style,Earthy neutrals,Low-key,Narrator Only (unseen),0,N/A,Experience the power of unbeatable price with our latest innovation.,Highly Original/Unexpected,Fear of Missing Out,Unbeatable price,Share content,None,Moderate & Engaging,Deliberately Stylized Realism,5,Presents an intriguing visual,Text-heavy Introduction,Direct Voiceover Question,Yes - 'The Secret',Confusion,Static Shot,Confusing/Ineffective
https://tiktok.com/v841,scarlett_official,Scarlett,Beauty and Wellbeing,2024-05-05,Nano,False,1630312,51665,instagram,brand say,49,Retro-futuristic,"Warm tones (reds, oranges)",High-key,Narrator Only (unseen),0,N/A,Experience the power of unbeatable price with our latest innovation.,Standard/Expected,Joy,Unbeatable price,Visit store,Low - incidental - Focuses on sustainability,Profound & Evocative,Perceived as Real,4,Displays a startling fact,Problem Setup Scene,Upbeat Jingle,Yes - 'Wait...',Urgency,Slow/Deliberate,Highly Unique & Effective
https://tiktok.com/v842,so_klin_official,So Klin,Home Care,2024-06-25,Nano,False,39444,1961,instagram,other say,20,Cartoonish,Neon Glow,Natural daylight,Real Customer/User,1,Mixed,Experience the power of long-lasting moisture with our latest innovation.,Fresh Take on Familiar,Empathy,Long-lasting moisture,None,None,Moderate & Engaging,Perceived as Real,3,Presents an intriguing visual,Shocking/Unexpected Event,Dialogue snippet,Yes - 'The Secret',Surprise,Gradual Reveal,Effective but Standard
https://tiktok.com/v843,rinso_official,Rinso,Home Care,2024-03-04,Nano,True,64698,1232,instagram,brand say,50,Surreal,High contrast,Expressive shadows,Brand Founder/CEO,1,Mixed,Experience the power of eco-friendly production with our latest innovation.,Clichéd/Uninspired,Trust,Eco-friendly production,None,Moderate - raises awareness - Challenges gender norms,Profound & Evocative,Deliberately Stylized Realism,5,Displays a startling fact,Direct Product Close-up,Dialogue snippet,No,Empathy,Slow/Deliberate,Effective but Standard
https://tiktok.com/v844,mama_lemon_official,Mama Lemon,Home Care,2024-03-31,Mega,False,832987,17748,instagram,other say,47,Documentary-style,"Warm tones (reds, oranges)",Colored gels,Employee,1,Middle-aged professional male,Experience the power of unbeatable price with our latest innovation.,Clichéd/Uninspired,Nostalgia,Unbeatable price,Visit store,Moderate - raises awareness - Challenges gender norms,Purely Functional/None,Deliberately Stylized Realism,4,Displays a startling fact,Facial Close-up of Talent,Direct Voiceover Question,Yes - 'Wait...',Surprise,Fast-paced/Rapid Cuts,Confusing/Ineffective
https://tiktok.com/v845,pond's_official,Pond's,Beauty and Wellbeing,2024-05-13,Mega,True,907095,36376,instagram,brand say,17,Vibrant,"Warm tones (reds, oranges)",Low-key,Real Customer/User,1,Mixed,Experience the power of enhanced connectivity with our latest innovation.,Fresh Take on Familiar,Nostalgia,Enhanced connectivity,Learn more,Moderate - raises awareness - Challenges gender norms,Moderate & Engaging,Perceived as Real,3,Introduces a relatable problem,Shocking/Unexpected Event,Dialogue snippet,No,Empathy,Gradual Reveal,Effective but Standard
https://tiktok.com/v846,super_pell_official,Super Pell,Home Care,2024-04-22,Makro,True,381179,15693,instagram,other say,31,Minimalist,Neon Glow,Low-key,Professional Actor,3,Children,Experience the power of eco-friendly production with our latest innovation.,Clichéd/Uninspired,Aspiration,Eco-friendly production,General brand awareness,None,Surface-level/Fleeting,Highly Authentic/Raw,5,Showcases a desired outcome,Text-heavy Introduction,Abrupt Music Start,No,Curiosity,Fast-paced/Rapid Cuts,Effective but Standard
https://tiktok.com/v847,dove_official,Dove,Beauty and Wellbeing,2024-02-27,Mega,True,503055,15352,instagram,other say,48,Avant-garde,Pastels,Bright/Overhead,Mixed,3,Middle-aged professional male,Experience the power of time-saving convenience with our latest innovation.,Standard/Expected,Joy,Time-saving convenience,Share content,None,Purely Functional/None,Clearly Staged/Aspirational,3,Introduces a relatable problem,Shocking/Unexpected Event,Dialogue snippet,Yes - 'The Secret',Surprise,Fast-paced/Rapid Cuts,Effective but Standard
https://tiktok.com/v848,make_over_official,Make Over,Beauty and Wellbeing,2024-03-31,Mega,False,850259,31300,instagram,other say,30,Futuristic,Muted Vintage,Low-key,Animal,5+,N/A,Experience the power of time-saving convenience with our latest innovation.,Clichéd/Uninspired,Empowerment,Time-saving convenience,Share content,None,Moderate & Engaging,Perceived as Real,4,Presents an intriguing visual,Direct Product Close-up,Dialogue snippet,No,Anticipation,Slow/Deliberate,Highly Unique & Effective
https://tiktok.com/v849,scarlett_official,Scarlett,Beauty and Wellbeing,2024-07-09,Makro,False,940507,36048,instagram,brand say,20,Vibrant,Monochromatic,High-key,Animal,2,N/A,Experience the power of time-saving convenience with our latest innovation.,Clichéd/Uninspired,Humor,Time-saving convenience,Share content,None,Profound & Evocative,Highly Authentic/Raw,4,Displays a startling fact,Shocking/Unexpected Event,Direct Voiceover Question,No,Confusion,Gradual Reveal,Effective but Standard
https://tiktok.com/v850,wardah_official,Wardah,Beauty and Wellbeing,2024-07-18,Mikro,False,2857726,119525,instagram,other say,19,Retro-futuristic,Neon Glow,Theatrical spotlights,Influencer/KOL,5+,Young adult female,Experience the power of premium quality with our latest innovation.,Clichéd/Uninspired,Security,Premium quality,General brand awareness,High - likely to provoke discussion/change - Focuses on sustainability,Profound & Evocative,Fictional/Fantastical,4,Introduces a relatable problem,Problem Setup Scene,Dialogue snippet,Yes - 'Wait...',Anticipation,Gradual Reveal,Highly Unique & Effective
https://tiktok.com/v851,vanish_official,Vanish,Home Care,2024-01-24,Mikro,False,346537,4276,instagram,brand say,30,Avant-garde,"Warm tones (reds, oranges)",High-key,Employee,5+,Young adult female,Experience the power of unbeatable price with our latest innovation.,Fresh Take on Familiar,Empowerment,Unbeatable price,Follow social media,Moderate - raises awareness - Challenges gender norms,Profound & Evocative,Deliberately Stylized Realism,3,Showcases a desired outcome,Intriguing/Abstract Visual,Sudden Silence followed by sound,Yes - 'Limited Offer',Anticipation,Gradual Reveal,Confusing/Ineffective
https://tiktok.com/v852,sunlight_official,Sunlight,Home Care,2024-04-30,Makro,True,256876,6114,instagram,other say,22,Futuristic,Monochromatic,Low-key,None,0,N/A,Experience the power of eco-friendly production with our latest innovation.,Standard/Expected,Excitement,Eco-friendly production,General brand awareness,None,Surface-level/Fleeting,Clearly Staged/Aspirational,5,Poses a direct question,Text-heavy Introduction,Direct Voiceover Question,No,Calmness,Static Shot,Highly Unique & Effective
https://tiktok.com/v853,so_klin_official,So Klin,Home Care,2024-06-10,Makro,False,926541,10836,instagram,brand say,25,Minimalist,Neon Glow,Low-key,Employee,2,Young adult female,Experience the power of eco-friendly production with our latest innovation.,Standard/Expected,Trust,Eco-friendly production,General brand awareness,None,Profound & Evocative,Clearly Staged/Aspirational,3,Displays a startling fact,Aspirational Lifestyle Scene,Whispered confession,Yes - 'Limited Offer',Curiosity,Gradual Reveal,Highly Unique & Effective
https://tiktok.com/v854,vaseline_official,Vaseline,Beauty and Wellbeing,2024-05-06,Mikro,True,1602690,36424,instagram,other say,21,Cinematic,Muted Vintage,Colored gels,None,0,N/A,Experience the power of healthier lifestyle with our latest innovation.,Standard/Expected,Excitement,Healthier lifestyle,Sign up,High - likely to provoke discussion/change - Promotes inclusivity,Moderate & Engaging,Deliberately Stylized Realism,3,Introduces a relatable problem,Aspirational Lifestyle Scene,Dialogue snippet,No,Curiosity,Slow/Deliberate,Effective but Standard
https://tiktok.com/v855,biore_official,Biore,Beauty and Wellbeing,2024-03-25,Nano,False,588691,9043,instagram,brand say,20,Vibrant,Pastels,High-key,Employee,2,Corporate professional,Experience the power of healthier lifestyle with our latest innovation.,Standard/Expected,Nostalgia,Healthier lifestyle,None,Low - incidental - Challenges gender norms,Moderate & Engaging,Deliberately Stylized Realism,5,Poses a direct question,Intriguing/Abstract Visual,Direct Voiceover Question,Yes - 'Wait...',Anticipation,Fast-paced/Rapid Cuts,Highly Unique & Effective
https://tiktok.com/v856,so_klin_official,So Klin,Home Care,2024-02-07,Nano,False,214957,6867,instagram,brand say,21,Documentary-style,Bright and saturated,Expressive shadows,Narrator Only (unseen),0,N/A,Experience the power of healthier lifestyle with our latest innovation.,Highly Original/Unexpected,Security,Healthier lifestyle,Purchase now,Moderate - raises awareness - Focuses on sustainability,Moderate & Engaging,Fictional/Fantastical,3,Showcases a desired outcome,Shocking/Unexpected Event,Dialogue snippet,Yes - 'How to?',Surprise,Gradual Reveal,Effective but Standard
https://tiktok.com/v857,pond's_official,Pond's,Beauty and Wellbeing,2024-05-25,Mega,True,1070221,36329,instagram,brand say,43,Cartoonish,High contrast,High-key,Narrator Only (unseen),0,N/A,Experience the power of long-lasting moisture with our latest innovation.,Clichéd/Uninspired,Nostalgia,Long-lasting moisture,Purchase now,None,Profound & Evocative,Clearly Staged/Aspirational,4,Introduces a relatable problem,Direct Product Close-up,Dialogue snippet,Yes - 'Wait...',Empathy,Fast-paced/Rapid Cuts,Effective but Standard
https://tiktok.com/v858,pond's_official,Pond's,Beauty and Wellbeing,2024-03-08,Mega,True,170675,7012,instagram,other say,55,Futuristic,Earthy neutrals,Bright/Overhead,Influencer/KOL,2,Mixed,Experience the power of eco-friendly production with our latest innovation.,Highly Original/Unexpected,Joy,Eco-friendly production,Sign up,High - likely to provoke discussion/change - Challenges gender norms,Surface-level/Fleeting,Clearly Staged/Aspirational,4,Displays a startling fact,Intriguing/Abstract Visual,Upbeat Jingle,No,Humor,Static Shot,Somewhat Effective/Predictable
https://tiktok.com/v859,sunsilk_official,Sunsilk,Beauty and Wellbeing,2024-05-07,Mikro,True,519546,9141,instagram,other say,49,Retro-futuristic,Pastels,Theatrical spotlights,Influencer/KOL,5+,Children,Experience the power of unbeatable price with our latest innovation.,Clichéd/Uninspired,Nostalgia,Unbeatable price,Visit store,Low - incidental - Challenges gender norms,Purely Functional/None,Clearly Staged/Aspirational,5,Displays a startling fact,Shocking/Unexpected Event,Intriguing Sound Effects,No,Empathy,Slow/Deliberate,Confusing/Ineffective
https://tiktok.com/v860,super_pell_official,Super Pell,Home Care,2024-03-21,Makro,True,141436,3568,instagram,other say,58,Cinematic,Pastels,Dramatic/High contrast,Animated/CGI Character,3,Corporate professional,Experience the power of unbeatable price with our latest innovation.,Fresh Take on Familiar,Nostalgia,Unbeatable price,Learn more,High - likely to provoke discussion/change - Promotes inclusivity,Moderate & Engaging,Perceived as Real,4,Poses a direct question,Direct Product Close-up,Intriguing Sound Effects,Yes - 'The Secret',Anticipation,Static Shot,Highly Unique & Effective
https://tiktok.com/v861,sunlight_official,Sunlight,Home Care,2024-03-29,Makro,True,476496,14384,instagram,other say,55,Documentary-style,Bright and saturated,Low-key,None,0,N/A,Experience the power of time-saving convenience with our latest innovation.,Fresh Take on Familiar,Security,Time-saving convenience,General brand awareness,High - likely to provoke discussion/change - Promotes inclusivity,Moderate & Engaging,Clearly Staged/Aspirational,5,Introduces a relatable problem,Intriguing/Abstract Visual,Direct Voiceover Question,Yes - 'How to?',Urgency,Static Shot,Effective but Standard
