link,account,brand,business_unit,date_post,talent_type,is_our_brand,views,engagements,channels,creator type,Visuals__Total Video Duration (Seconds),Visuals__Visual Aesthetic/Style,Visuals__Primary Color Palette,Visuals__Lighting Style,Talent__Main Talent Type,Talent__Number of Key Talent,Talent__Apparent Demographics (Primary),Messaging__Core Message/Overall Takeaway,Messaging__Message Originality/Uniqueness,Messaging__Primary Emotional Appeal,Messaging__Key Product/Service Benefit Highlighted,Messaging__Call to Action (CTA) Type,Meaningful & Different__Social or Cultural Impact Potential,Meaningful & Different__Emotional Depth,Meaningful & Different__Authenticity & Relatability,Hook__Analyzed Duration (Seconds),Hook__Primary Message/Question,Hook__Visual Strategy,Hook__Audio Strategy,Hook__On-Screen Text Presence,Hook__Emotional Tone Evoked,Hook__Pacing/Editing (First 3-5s),Hook__Uniqueness & Effectiveness (Overall),Audio__Primary Audio Composition,Audio__Music Presence,Audio__Music Genre/Style
https://www.tiktok.com/@suhailahlbs/video/7599684212056263944,Dummy Value,Sunsilk,Beauty Wellbeing,2026-01-26,Nano,True,156.0,7.0,Tiktok,Other Say,15.0,Informal,"Pastel, Yellow, Light Pink",Dummy Value,Micro KOL,1,Dummy Value,"The video highlights that using Sunsilk Cream Bath Silky Smooth 'makes sense' for achieving neat and shiny hair instantly, promoting it as an effective solution for maintaining silky smooth hair.",Dummy Value,Confidence,Neat and shiny hair,Verbal: 'Cus cobain' (Go try it),No,Surface,Authentic,4,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,Minimal,Dummy Value
https://www.tiktok.com/@bundaqian31/video/7599686904421960978,Dummy Value,Wardah,Beauty Wellbeing,2026-01-26,Micro,False,299.0,17.0,Tiktok,Other Say,72.0,"Event Recap, Product Showcase","White, Blue, Pink, Purple",Dummy Value,"KOL, Expert (Doctor), Event Attendees",2-5,Dummy Value,"The video showcases the launch of Light+ Retinol Moisturizer at the Beauty Science Tech event, highlighting it as a gentle, effective retinol product suitable for beginners and acne-prone skin, with an endorsement from Leya Princy.",Dummy Value,"Confidence, Trust","Gentle retinol for beginners, suitable for acne-prone skin, fights acne, reduces pores, and improves skin texture without irritation.",Get product in e-commerce,No,Surface,Authentic,3,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Music with voiceover and on-screen talent speaking,Minimal,Dummy Value
https://www.tiktok.com/@ceraveindonesia/video/7599638532939943175,Dummy Value,Cerave,Beauty Wellbeing,2026-01-26,Mega,False,3147.0,12.0,Tiktok,Brand Say,6.0,Product-focused,"White, Blue, Grey",Dummy Value,,,Dummy Value,"The video showcases multiple CeraVe moisturizing products, emphasizing the Moisturising Cream's benefits like strengthening the skin barrier, hydrating, and protecting skin from damage. It positions CeraVe as offering the 'best moisturising ever'.",Dummy Value,"Relief, Confidence","Moisturizing, Skin barrier repair, Hydration",,No,Surface,Authentic,5,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Music only,No,Dummy Value
https://www.facebook.com/reel/769501482250392/,Dummy Value,Citra,Beauty Wellbeing,2026-01-26,Mega,True,209.0,0.0,Facebook,Brand Say,13.0,"Bright, clean, product-focused","Pink, blue, yellow, white, grey, brown",Dummy Value,Actor,,Dummy Value,"The video highlights Citra UV Body Serum as an effective product that provides long-lasting fragrance, UV protection, and skin brightening, encouraging viewers to choose efficacy over viral trends.",Dummy Value,"Confidence, self-care, satisfaction","Long-lasting fragrance (10 hours), UV protection, brightening dull skin",,No,Surface,Somewhat staged,4,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Music only,No,Dummy Value
https://www.tiktok.com/@loremipsumdls/video/7599609727600938260,Dummy Value,Azarine,Beauty Wellbeing,2026-01-26,Macro,False,51400.0,5196.0,Tiktok,Other Say,68.0,Product demonstration,Warm tones,Dummy Value,Micro KOL,1,Dummy Value,"The video demonstrates how Azarine Invisipore Primer Sunscreen SPF50 PA++++ effectively acts as a skin prep and primer under makeup, debunking the myth that sunscreen causes pilling. It highlights the product's hydrating, pore-blurring, and complexion-gripping benefits, leading to a flawless and long-lasting makeup application.",Dummy Value,"Confidence, relief, trust","Acts as a primer, hydrating, blurs pores, minimal pilling under makeup, helps makeup adhere better, SPF 50 PA++++ protection, doesn't sting eyes",,No,Surface,Authentic,3,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,Minimal,Dummy Value
https://www.tiktok.com/@atsatsah/video/7599591893768441108,Dummy Value,Emina,Beauty Wellbeing,2026-01-26,Micro,False,58.0,1.0,Tiktok,Other Say,11.0,Minimalist,"Bright, pastel tones on a white background",Dummy Value,,,Dummy Value,"The video showcases five different Emina moisturizer products, each highlighting specific benefits for various skin concerns such as brightening, acne treatment, anti-aging, calming, and skin barrier repair.",Dummy Value,"Confidence, relief","Skin brightening, acne treatment, anti-aging, calming, skin barrier repair",,No,Surface,Authentic,4,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Music only,Minimal,Dummy Value
https://www.tiktok.com/@bundaqian31/video/7599686904421960978,Dummy Value,Wardah,Beauty Wellbeing,2026-01-26,Micro,False,299.0,17.0,Tiktok,Other Say,72.0,"Modern, Clean, Event","White, Light Blue, Pink, Purple",Dummy Value,"Influencer, Doctor, Expert",2-5,Dummy Value,"The video introduces Light+ retinol moisturizer, highlighting it as a gentle, fast-acting product suitable for beginners and acne-prone skin, endorsed by influencers and experts at a product launch event.",Dummy Value,"Trust, confidence, reassurance, excitement","Gentle retinol, suitable for beginners, effective for acne-prone skin, minimizes pores, reduces acne and scars, brightens skin, light texture",Buy now (available in e-commerce),No,Surface,Somewhat staged,4,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Music with speech,Minimal,Dummy Value
https://www.tiktok.com/@beautysciencetech/video/7599550638850100500,Dummy Value,Wardah,Beauty Wellbeing,2026-01-26,Micro,False,4500000.0,1430.0,Tiktok,Brand Say,30.0,"Professional, Event Recap","White, Light Blue, Beige, Black",Dummy Value,"Beauty Influencer, Brand Representative, Dermatologist, Global Researcher",1,Dummy Value,"The video showcases the Beauty Science Tech 2026 event, highlighting expert discussions and the launch of a new Wardah sensitive skin moisturizer. It emphasizes the product's ability to keep skin calm, balanced, and nourished.",Dummy Value,"Reassurance, Trust, Confidence","Well moisturized skin, calming, balancing, nourishing sensitive skin, enhanced barrier recovery, skin resilience.",Visit the event / learn more at Beauty Science Tech 2026,No,Surface,Authentic,4,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,On-screen talent speaking with upbeat background music,Minimal,Dummy Value
https://www.facebook.com/reel/821072867607045,Dummy Value,Nivea - Women,Personal Care,2026-01-26,Mega,False,220.0,1.0,Facebook,Brand Say,53.0,"Bright, clean, and instructional with initial dramatic elements.","Green, blue, white, and skin tones.",Dummy Value,Actors,,Dummy Value,"A woman's confidence is affected by dark underarms ('Keti Geram'). The Nivea 'Keti Kritis Care' team diagnoses her and provides Nivea Deo Extra Bright, promising brighter underarms in 5 days to restore her confidence.",Dummy Value,"Confidence, relief, happiness.","Brightens dark underarms in 5 days, contains Vitamin C, 8 Superfood, and Licorice extract.",Implicit,No,Surface,Somewhat staged,5,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Voiceover with music and sound effects,Yes,Dummy Value
https://www.tiktok.com/@kelayahairtreatment/video/7598465784804805896,Dummy Value,Kelaya,Beauty Wellbeing,2026-01-26,Mega,False,2864.0,13.0,Tiktok,Other Say,6.0,"Simple, Product-focused","Green, Black, Light Wood",Dummy Value,,,Dummy Value,"The video playfully reveals multiple 'Kelaya' hair treatment shampoos after a quick game of rock, paper, scissors. It showcases different product variants.",Dummy Value,None specific,Variety of hair treatment options (implied by different ingredients listed),,No,Surface,Somewhat staged,4,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,Minimal,Dummy Value
https://www.facebook.com/reel/1397658617921468/,Dummy Value,Garnier Women,Beauty Wellbeing,2026-01-26,Macro,False,8953.0,902.0,Facebook,Other Say,36.0,Candid,"Earthy tones, muted colors",Dummy Value,Everyday people,,Dummy Value,"The video features a couple singing a Christian song about togetherness, strengthening the weak, reviving broken spirits, sharing love, and being true friends, all within God's love.",Dummy Value,"Love, togetherness, faith, hope",,,"Yes + Promotes messages of unity, kindness, and faith.",Moderate,Authentic,4,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Music with on-screen talent singing,No,Dummy Value
https://www.facebook.com/reel/1208993707876859,Dummy Value,Head & Shoulder,Beauty Wellbeing,2026-01-25,Mega,False,570.0,2.0,Facebook,Brand Say,122.0,"Energetic, Game Show, Dynamic","Blue, White",Dummy Value,Influencers/KOLs,2-5,Dummy Value,"The video showcases a fun and competitive game involving teams, emphasizing that Head & Shoulders provides 100% dandruff-free hair and itch protection, allowing participants to fully focus on their activity without distraction, even on non-shampoo days.",Dummy Value,"Confidence, victory, fun, relief from discomfort","100% freedom from wet dandruff, protection from itchiness, effective even on non-shampoo days.",,No,Surface,Somewhat staged,5,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Voiceover with music and sound effects,Yes,Dummy Value
https://www.tiktok.com/@kharismaturanggajati/video/7599277765774314759,Dummy Value,Skintific,Beauty Wellbeing,2026-01-25,Macro,False,6942.0,364.0,Tiktok,Other Say,20.0,"User-generated, direct-to-camera","Neutral tones, product packaging colors",Dummy Value,Micro KOL,1,Dummy Value,"The video outlines a simple, basic skincare routine for beginners, recommending micellar water, face wash, moisturizer, and sunscreen, and explaining their uses.",Dummy Value,"Confidence, ease of use","Cleansing, hydration, sun protection, skin recovery & calming",,No,Surface,Authentic,3,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,No,Dummy Value
https://www.tiktok.com/@kharismaturanggajati/video/7599277765774314759,Dummy Value,Skintific,Beauty Wellbeing,2026-01-25,Macro,False,6942.0,364.0,Tiktok,Other Say,20.0,Informative,Neutral,Dummy Value,Micro KOL,1,Dummy Value,"The video demonstrates a simple, basic skincare routine for beginners, highlighting micellar water, facial wash, moisturizer (specifically SKINTIFIC PDRN), and sunscreen. It emphasizes the ease and necessity of these steps for healthy skin.",Dummy Value,"Encouragement, simplicity, self-care","Basic skin health, hydration, sun protection, recovery & calming",,No,Surface,Authentic,3,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Voiceover with background music,Minimal,Dummy Value
https://www.facebook.com/reel/1258776439472585,Dummy Value,Head & Shoulder,Beauty Wellbeing,2026-01-25,Mega,False,255.0,0.0,Facebook,Brand Say,143.0,Vibrant,"Blue, white, black, bright lighting",Dummy Value,Actor,,Dummy Value,"The video showcases a game where participants get sweaty and wear helmets, leading to potential scalp issues. Head & Shoulders is presented as the solution, promising 100% freedom from wet dandruff and protection from itchiness, even on non-shampoo days.",Dummy Value,"Confidence, relief","100% free from wet dandruff and protection from itchiness, even on days without shampooing.",,No,Surface,Somewhat staged,3,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,Yes,Dummy Value
https://www.tiktok.com/@ceraveindonesia/video/7599314234454838535,Dummy Value,Cerave,Beauty Wellbeing,2026-01-25,Mega,False,3293.0,12.0,Tiktok,Brand Say,15.0,"Clean, product-focused","White, green, black, gray, blue",Dummy Value,Micro KOL,1,Dummy Value,"The video advertises a CeraVe payday sale with discounts up to 40%, vouchers, free tumblers, and special bundles, encouraging viewers to check out the promotions on the CeraVe Indonesia Instagram account.",Dummy Value,"Value, excitement, fear of missing out",Value through sales and promotions,"Yes, 'Jangan ketinggalan promonya dan checkout di @ceraveindonesia 💙'",No,Surface,Somewhat staged,5,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Music only,No,Dummy Value
https://www.facebook.com/reel/888025273980411,Dummy Value,Emeron,Beauty Wellbeing,2026-01-25,Macro,False,50.0,1.0,Facebook,Other Say,41.0,"Bright, Energetic, Playful","Pastel (blue, pink, white), Warm brown",Dummy Value,Actor,,Dummy Value,"Three young women playfully brag about their hair's qualities, culminating in the reveal that the Emeron Shampoo Special Edition BT21 Anti Hairfall is the secret to healthy, non-shedding hair. The product helps achieve good hair without requiring extensive treatments.",Dummy Value,"Confidence, Happiness, Beauty",Anti Hairfall,,No,Surface,Somewhat staged,4,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,Yes,Dummy Value
https://www.tiktok.com/@kelayahairtreatment/video/7598465333078297874,Dummy Value,Kelaya,Beauty Wellbeing,2026-01-25,Mega,False,3896.0,15.0,Tiktok,Other Say,9.0,"Informative, testimonial-based","White, green, black, silver",Dummy Value,Unidentified talent,,Dummy Value,"The video promotes Kelaya Hair Treatment Shampoo as a solution for oily and falling hair, using user testimonials to show before and after results, claiming it helps with hair growth and reduction of hair fall.",Dummy Value,"Hope, confidence, relief","Reduces hair fall, promotes hair growth, suitable for oily hair",Implicit - 'mending cobain' (you should try it),No,Surface,Authentic,4,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Music only,No,Dummy Value
https://www.tiktok.com/@meibieaz_567/video/7599180770158136584,Dummy Value,Hanasui,Beauty Wellbeing,2026-01-25,Nano,False,150.0,36.0,Tiktok,Other Say,61.0,User-Generated/Informative,"Bright, natural tones, pastels",Dummy Value,Micro KOL,1,Dummy Value,"The video introduces Hanasui Lightweight Pro Calming sunscreen as a solution for dull and tired skin. It highlights the product's lightweight, fast-absorbing, non-sticky texture, its high UV protection, and suitability for sensitive skin, making it ideal for daily use and makeup application.",Dummy Value,"Confidence (in clear, fresh skin), relief (from skin problems), satisfaction (with an effective and affordable product)","High UV protection (SPF 50 PA++++), calming and hydrating, lightweight, fast-absorbing, non-sticky, sensitive skin-friendly, non-comedogenic, no white cast, makeup-friendly, affordable, easy to find.",Yes ('Kalian bisa beli ini di Alfamart terdekat atau Alfagift yaa...'),No,Moderate,Authentic,4,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,Minimal,Dummy Value
https://www.tiktok.com/@kelayahairtreatment/video/7598473900905123090,Dummy Value,Kelaya,Beauty Wellbeing,2026-01-25,Mega,False,3981.0,12.0,Tiktok,Other Say,10.0,"Clean, Promotional","White, dark blue, bright green",Dummy Value,Actor,,Dummy Value,"The video announces a 'Payday Sale' offering up to 40% discount on all Kelaya Hair Treatment products for a special New Year period, directing viewers to their official shop.",Dummy Value,"Excitement, desire",Discount/Sale on hair treatment products,Shop Now!,No,Surface,Somewhat staged,4,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Music only,Minimal,Dummy Value
https://www.tiktok.com/@nivea_id/video/7598502071972842772,Dummy Value,Nivea,Beauty Wellbeing,2026-01-25,Mega,False,13100.0,60.0,Tiktok,Brand Say,15.0,"Candid, engaging, informative","Natural, urban, with pops of blue",Dummy Value,Actor/Actress (representing the brand),1,Dummy Value,The video identifies the common issue of body odor and discomfort ('Keti Kritis') during hot commutes and presents Nivea Cool Kick deodorant as an effective solution for freshness.,Dummy Value,"Relief, confidence, comfort, empathy","Instant cooling sensation, long-lasting freshness, and odor protection.",Implicit 'Buy/Use Nivea Cool Kick',No,Surface,Somewhat staged,5,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,Yes,Dummy Value
https://www.facebook.com/reel/1438323707993107,Dummy Value,Head & Shoulder,Beauty Wellbeing,2026-01-25,Mega,False,376.0,0.0,Facebook,Brand Say,124.0,"Energetic, Game Show, Dynamic","Blue, White",Dummy Value,"Host, Participants, Audience",2-5,Dummy Value,"The video features a game show event where participants engage in a physical challenge. Afterward, they discuss being sweaty and the need for shampoo, leading to a Head & Shoulders product placement and promotion for dandruff and itch protection, available on Alfagift.",Dummy Value,"Excitement, Fun, Relief, Confidence","100% dandruff-free ('ketombe basah'), protection from itchiness ('gatal'), even on days without washing hair. Cooling sensation (Menthol Dingin).",Yes - 'Dapetin promonya di Alfagift!' (Get the promo on Alfagift!) and 'Kode referral: SCALPVENGERS'.,No,Surface,Somewhat staged,5,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Voiceover with music and sound effects,Yes,Dummy Value
https://www.facebook.com/reel/2396187934170898,Dummy Value,Eskulin,Personal Care,2026-01-25,Macro,False,297.0,2.0,Facebook,Ecommerce,125.0,Event highlight,"Vibrant, with pink, blue, and green accents",Dummy Value,"Employee, Consumers",,Dummy Value,"The video promotes Eskulin and Ellips products available via Klik Indomaret, highlighting free gifts and 1-hour free shipping for app registrations, encouraging engagement and product trials at an event.",Dummy Value,"Excitement, satisfaction","Free gifts, convenience (1-hour delivery), new product (cologne rasa skincare)","Yes + 'Register with Klik Indomaret now, download the app.'",No,Surface,Somewhat staged,4,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Music only,No,Dummy Value
https://www.tiktok.com/@ciyuudesu/video/7599190855739526420,Dummy Value,Hanasui,Beauty Wellbeing,2026-01-25,Nano,False,118.0,14.0,Tiktok,Other Say,45.0,"Informative, candid, clean","Neutral browns, light blues/greys, greens and oranges",Dummy Value,Micro KOL,1,Dummy Value,"The video features a user reviewing Hanasui Lightweight Pro Calming sunscreen, highlighting its non-sticky, fast-absorbing texture, high SPF, skin-friendly ingredients (heartleaf, centella, panthenol), natural moist-bright finish, and accessibility in various stores and online platforms.",Dummy Value,"Confidence, Trust","Sun protection (SPF 50 PA++++), lightweight, non-sticky, fast-absorbing, calming for sensitive skin, no white cast, natural finish, affordable, non-comedogenic, widely available.","Yes - encourages viewers to try it ('yuk cobain') and provides information on where to purchase (Alfamart, Guardian, Indomaret, Alfa Gift, Guardian ID, Indomaret ID).",No,Surface,Authentic,4,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,Minimal,Dummy Value
https://www.facebook.com/reel/2396187934170898,Dummy Value,Ellips,Beauty Wellbeing,2026-01-25,Micro,False,280.0,2.0,Facebook,Ecommerce,125.0,Event highlight,"Vibrant, with pink, blue, and green accents",Dummy Value,"Employee, Consumers",,Dummy Value,"The video promotes Eskulin and Ellips products available via Klik Indomaret, highlighting free gifts and 1-hour free shipping for app registrations, encouraging engagement and product trials at an event.",Dummy Value,"Excitement, satisfaction","Free gifts, convenience (1-hour delivery), new product (cologne rasa skincare)","Yes + 'Register with Klik Indomaret now, download the app.'",No,Surface,Somewhat staged,3,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Music only,No,Dummy Value
https://www.facebook.com/reel/2396187934170898/,Dummy Value,Eskulin,Personal Care,2026-01-25,Macro,False,71.0,2.0,Facebook,Ecommerce,126.0,"Event marketing, product showcase","Pink, blue, white, natural tones",Dummy Value,"Employee, Customer",,Dummy Value,"The video promotes Eskulin and Ellips products available on Klik Indomaret, highlighting free gifts and free 1-hour shipping for those who register or use the app at an event.",Dummy Value,"Excitement, satisfaction","Free gifts, free 1-hour shipping","CUKUP DAFTAR KLIK INDOMARET SEKARANG!, Download Sekarang!",No,Surface,Somewhat staged,4,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Music only,No,Dummy Value
https://www.facebook.com/reel/1196261586033209/,Dummy Value,Ellips,Beauty Wellbeing,2026-01-25,Micro,False,30.0,2.0,Facebook,Ecommerce,69.0,Interview/Testimonial,"Pink, white, black, beige, brown",Dummy Value,"Brand Representative, Customers",,Dummy Value,"The video features testimonials from customers discussing why they use Ellips hair vitamins (for dry, damaged, split-end hair) and Eskulin cologne gel (for its pleasant, long-lasting scent and hygiene).",Dummy Value,"Satisfaction, confidence, practicality","Ellips: moisturizes, reduces dryness, fixes split ends, prevents hair fall. Eskulin: pleasant vanilla scent, refreshing, hygienic, suitable for school.",Purchase via Indomaret KLiK with 'GRATIS ONGKIR 1 JAM SAMPAI' (Free 1-hour delivery),No,Surface,Somewhat staged,5,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Background music with on-screen talent speaking,Minimal,Dummy Value
https://www.tiktok.com/@glowandlovely_id/video/7599242418789043464,Dummy Value,Gal,Beauty Wellbeing,2026-01-25,Mega,True,14500.0,75.0,Tiktok,Brand Say,13.0,Bright,"Pink, White, Skin Tones",Dummy Value,Micro KOL,1,Dummy Value,"The video promotes Glow & Lovely Derma Glow Facial Foam as a product that cleanses deeply, removes dirt, and leaves skin glowing, leading to increased confidence for important occasions like job interviews.",Dummy Value,"Confidence, Self-esteem","Deep cleansing, glowing skin, confidence boost",Yu cobain! (Come try it!),No,Moderate,Somewhat staged,3,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,Minimal,Dummy Value
https://www.tiktok.com/@silvidnlorenza/video/7599274435882929415,Dummy Value,Glad2glow,Beauty Wellbeing,2026-01-25,Macro,False,1125.0,14.0,Tiktok,Other Say,12.0,Vibrant,"Red, Green, Pink, Black, White",Dummy Value,Micro KOL,2,Dummy Value,"The video promotes a Glad2Glow sale event, offering up to 60% discount, and encourages viewers to join their live stream.",Dummy Value,"Excitement, Opportunity",Discount/Affordability,Join live now,No,Surface,Authentic,4,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Music only,No,Dummy Value
https://www.tiktok.com/@ruangcewek_/video/7598980660119850247,Dummy Value,The Originote,Beauty Wellbeing,2026-01-25,Micro,False,282.0,12.0,Tiktok,Other Say,22.0,"Product demonstration, comparative review","Bright, clean white background with vibrant product packaging (pink, green, yellow, white, gold) and natural skin tones.",Dummy Value,,,Dummy Value,"The video compares three different tinted sunscreens (Glowsophy, Glowsicha, The Originote), highlighting their SPF levels and specific benefits such as natural tone-up, pore blurring, brightening, glowing finish, shade matching, dark spot concealing, and a skin-like finish, all promoted as lightweight with no white cast.",Dummy Value,"Convenience, efficacy, confidence (through improved skin appearance).","Tinted, sunscreen protection (SPF 35-50 PA+++), lightweight, no white cast, natural tone-up, pore blurring, bright tone-up, glowing finish, shade matching all skin tones, concealing dark spots, skin-like finish.",Mana Favorite kalian ? (Which is your favorite?) - Implies user engagement.,No,Surface,Somewhat staged,5,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Music only,Minimal,Dummy Value
https://www.facebook.com/reel/2396187934170898/,Dummy Value,Ellips,Beauty Wellbeing,2026-01-25,Micro,False,71.0,2.0,Facebook,Ecommerce,126.0,"Event marketing, product showcase","Pink, blue, white, natural tones",Dummy Value,"Employee, Customer",,Dummy Value,"The video promotes Eskulin and Ellips products available on Klik Indomaret, highlighting free gifts and free 1-hour shipping for those who register or use the app at an event.",Dummy Value,"Excitement, satisfaction","Free gifts, free 1-hour shipping","CUKUP DAFTAR KLIK INDOMARET SEKARANG!, Download Sekarang!",No,Surface,Somewhat staged,5,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Music only,No,Dummy Value
https://www.facebook.com/reel/1196261586033209,Dummy Value,Ellips,Beauty Wellbeing,2026-01-25,Micro,False,173.0,2.0,Facebook,Ecommerce,67.0,Informative Interview Style,"Bright, Pastel, with Neutral Backgrounds",Dummy Value,Employee interviewing customers,,Dummy Value,"The video features interviews with two individuals discussing their positive experiences with Ellips hair vitamins for dry and damaged hair, and Eskulin cologne gel for its pleasant, non-overpowering fragrance, making both products highly recommended.",Dummy Value,"Satisfaction, Confidence","Ellips: Moisturizes dry hair, reduces damaged/split ends. Eskulin: Pleasant, long-lasting fragrance, hygienic, suitable for school.","Free shipping offer, mentions of free product.",No,Surface,Somewhat staged,4,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,Minimal,Dummy Value
https://www.tiktok.com/@yesayabrhm/video/7599167501943033095,Dummy Value,Azarine,Beauty Wellbeing,2026-01-25,Macro,False,2200000.0,235713.0,Tiktok,Other Say,31.0,"Product demonstration, daily routine","Bright, neutral",Dummy Value,Influencer,1,Dummy Value,A male influencer demonstrates applying 'Azarine Hydrasoothe Sunscreen Gel SPF 45 PA++++' to his face and body as part of a daily self-care routine. The video highlights the product's use for sun protection and hydration.,Dummy Value,"Confidence, self-care",Sun protection (SPF 45 PA++++) and hydration,,No,Surface,Somewhat staged,4,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Music only,Minimal,Dummy Value
https://www.facebook.com/reel/1631819974617419,Dummy Value,Gal,Beauty Wellbeing,2026-01-25,Mega,True,340.0,8.0,Facebook,Brand Say,6.0,"Bright, clean, beauty-focused","Pink, white, light tones",Dummy Value,Model/Actress,1,Dummy Value,"The video promotes Glow & Lovely GlassBright Ultralight Gel Cream as a quick solution to achieve 'glass skin' for important occasions like a job interview, boosting confidence.",Dummy Value,"Confidence, self-assurance, looking good for important moments","Achieving 'glass skin' (bright, clear, glowing complexion)",COBA SEKARANG! (Try it now!),No,Surface,Somewhat staged,5,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Music with voiceover,Yes,Dummy Value
https://www.facebook.com/reel/888025273980411/,Dummy Value,Emeron,Beauty Wellbeing,2026-01-25,Macro,False,11.0,1.0,Facebook,Other Say,41.0,Vibrant,Pastel and warm tones,Dummy Value,Actor,2-5,Dummy Value,"Three friends playfully compare their hair benefits (fragrance, cleanliness, non-hairfall) with 'at least...' statements, ultimately revealing that the anti-hairfall benefit comes from using Emeron Shampoo Special Edition BT21 Anti Hairfall.",Dummy Value,"Confidence, happiness","Anti-hairfall, hair strength, pleasant fragrance",,No,Surface,Somewhat staged,5,Dummy Value,Dummy Value,Dummy Value,No,Dummy Value,Dummy Value,Dummy Value,Voiceover with music,Minimal,Dummy Value
https://www.facebook.com/reel/1249414757123472/,Dummy Value,Tresemme,Beauty Wellbeing,2026-01-25,Mega,True,76.0,4.0,Facebook,Brand Say,18.0,"Clean, aspirational, product-focused","Warm tones (brown, gold, white, black)",Dummy Value,Actor/Influencer,1,Dummy Value,"The video promotes TRESemmé Keratin Smooth Serum as a versatile product for achieving smooth, beautiful hair suitable for various occasions, from formal to casual.",Dummy Value,"Confidence, readiness for any occasion","Smooth, well-managed hair for different looks/scenes",Get Yours Now!,No,Surface,Somewhat staged,5,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Music only,Minimal,Dummy Value
https://www.facebook.com/reel/1196261586033209/,Dummy Value,Eskulin,Personal Care,2026-01-25,Macro,False,30.0,2.0,Facebook,Ecommerce,69.0,Interview/Testimonial,"Pink, white, black, beige, brown",Dummy Value,"Brand Representative, Customers",,Dummy Value,"The video features testimonials from customers discussing why they use Ellips hair vitamins (for dry, damaged, split-end hair) and Eskulin cologne gel (for its pleasant, long-lasting scent and hygiene).",Dummy Value,"Satisfaction, confidence, practicality","Ellips: moisturizes, reduces dryness, fixes split ends, prevents hair fall. Eskulin: pleasant vanilla scent, refreshing, hygienic, suitable for school.",Purchase via Indomaret KLiK with 'GRATIS ONGKIR 1 JAM SAMPAI' (Free 1-hour delivery),No,Surface,Somewhat staged,5,Dummy Value,Dummy Value,Dummy Value,Yes,Dummy Value,Dummy Value,Dummy Value,Background music with on-screen talent speaking,Minimal,Dummy Value
